16,40
36,3
11,20
49,30
49,44
19,0
35,22
15,22
40,31
30,43
7,33
8,23
19,20
20,41
31,43
41,38
2,24
45,36
14,2
23,33
5,18
24,29
40,48
17,9
19,17
8,14
49,46
34,16
38,40
7,31
49,16
1,42
30,41
2,22
5,29
13,49
19,44
41,6
40,42
4,29
37,21
12,9
27,3
17,28
22,42
42,30
17,14
13,31
40,25
34,32
1,0
31,30
46,9
48,27
29,33
40,4
36,39
21,35
8,0
42,48
48,17
33,12
7,34
11,12
44,43
29,43
2,11
3,16
49,42
1,0
30,24
32,13
43,24
14,34
43,17
10,1
15,44
42,32
22,20
16,37
11,36
14,0
5,19
15,31
8,11
26,41
32,38
24,13
27,14
48,14
33,18
29,2
4,11
3,28
32,13
19,14
47,39
0,26
21,27
32,9
0,31
18,7
21,14
9,49
7,27
40,28
48,3
19,5
11,45
31,20
24,38
6,14
48,24
35,30
9,15
46,31
27,4
9,10
5,32
41,40
24,49
42,10
24,39
13,5
23,36
12,45
43,3
43,47
38,24
23,38
21,44
21,12
41,42
29,36
48,32
16,39
47,19
36,20
15,12
42,26
13,27
15,11
8,22
18,24
42,21
28,39
41,1
42,35
33,10
33,22
47,5
44,43
4,11
0,11
39,5
45,48
9,30
5,25
26,8
42,14
4,24
7,32
22,38
32,10
33,11
20,33
47,32
10,15
9,21
41,21
36,20
1,10
29,27
20,11
27,20
44,30
14,40
33,40
21,28
48,39
32,9
18,32
47,43
24,15
11,42
29,32
2,49
9,46
38,44
14,22
10,41
35,4
39,12
7,45
0,37
0,5
4,48
14,19
7,21
22,3
42,39
45,31
17,26
47,30
24,9
28,36
4,48
41,46
16,3
5,45
16,48
10,15
22,17
28,43
41,40
46,44
39,45
19,34
11,3
38,7
25,17
28,37
43,0
46,33
3,9
31,6
38,5
23,22
21,11
17,33
9,46
26,48
6,14
47,33
33,4
24,40
0,14
8,7
24,15
0,20
5,24
36,33
33,47
9,18
23,29
45,37
29,46
31,28
7,46
37,0
34,12
6,10
10,40
46,22
7,47
42,40
16,24
49,13
45,20
26,14
18,47
33,4
6,40
43,45
17,38
3,8
1,24
6,25
5,9
2,3
43,31
8,27
35,10
21,33
29,28
47,43
46,35
30,11
45,21
12,25
29,22
11,5
49,4
24,12
16,2
26,36
9,29
28,21
43,37
48,9
27,8
40,18
34,1
7,10
37,5
44,28
5,42
23,17
29,1
32,46
32,20
0,23
23,29
37,9
38,5
45,34
45,21
34,42
7,39
42,44
13,1
13,34
9,22
21,27
0,33
36,0
44,26
41,31
37,27
36,8
4,42
33,4
23,13
24,12
39,46
37,5
23,31
37,32
13,19
4,18
40,13
25,14
22,30
0,26
35,17
10,49
22,25
11,40
39,7
26,38
18,7
29,36
21,36
33,11
45,32
47,36
43,30
47,15
37,46
18,39
16,46
47,29
44,23
49,31
24,15
22,10
3,31
9,3
40,6
10,40
2,45
47,22
15,33
44,8
14,8
8,17
7,44
47,20
31,35
35,33
17,21
3,19
15,30
44,14
29,48
23,20
27,45
3,27
13,45
9,17
9,13
47,4
28,0
21,10
43,8
21,45
22,37
12,38
31,25
22,35
4,14
14,17
42,32
48,13
47,15
13,20
13,32
18,37
21,42
31,4
1,16
5,42
33,16
33,43
17,37
11,27
18,25
4,44
42,24
9,2
31,26
7,13
21,37
2,27
20,47
12,31
6,41
5,43
13,22
8,17
16,23
14,6
22,1
0,34
30,17
23,27
10,42
30,26
22,2
43,18
36,38
11,31
5,11
29,36
10,9
43,34
20,31
46,47
8,17
24,43
11,22
3,16
38,44
11,22
25,0
31,11
28,35
26,7
2,18
10,43
29,22
30,18
20,8
31,16
6,9
27,25
4,23
20,44
37,16
2,30
38,43
36,48
39,20
20,19
37,26
13,41
13,9
47,31
3,39
27,13
20,45
23,38
31,27
26,33
45,8
10,11
28,42
32,19
1,26
25,21
32,5
35,14
30,41
9,20
31,42
26,35
1,8
49,24
1,2
37,15
13,42
37,20
0,47
45,42
35,28
41,20
32,13
49,4
38,13
37,16
13,42
17,9
14,26
31,40
11,15
30,36
36,16
43,34
6,35
36,35
20,29
28,0
28,19
42,35
9,7
47,13
26,45
13,25
14,36
14,37
4,16
23,25
17,28
12,13
15,26
9,26
22,23
20,10
32,38
33,12
33,0
6,14
30,31
9,38
37,24
39,37
34,45
4,7
22,14
43,29
33,46
35,49
38,33
15,37
21,47
43,3
48,20
15,17
10,19
45,19
49,37
30,12
11,22
26,12
35,28
18,11
24,47
29,22
37,47
24,41
5,24
45,42
43,0
16,0
42,24
1,7
45,19
11,21
19,3
15,38
43,23
8,22
12,14
0,48
2,6
23,20
1,37
49,3
44,30
26,45
28,35
32,31
39,41
6,17
30,25
24,0
31,10
3,40
9,41
41,4
5,12
22,34
33,3
0,45
26,36
10,43
46,29
44,6
42,11
37,38
31,0
3,13
30,6
3,35
37,16
41,29
8,29
4,41
23,42
40,14
48,11
27,39
20,27
0,44
13,37
9,4
33,38
22,9
14,0
27,45
3,48
47,15
0,49
9,42
45,3
45,49
28,15
20,49
32,42
35,18
31,4
37,15
16,42
17,13
4,5
43,27
45,47
12,43
22,34
30,15
7,20
9,5
18,2
8,5
34,4
10,46
17,46
11,22
31,21
6,0
25,11
47,11
8,7
33,20
6,3
39,20
24,12
9,3
0,31
8,39
0,9
33,35
10,6
46,26
5,19
41,17
8,18
45,36
25,49
16,28
24,30
2,41
0,22
3,10
34,38
17,47
41,27
43,31
35,46
45,41
45,27
34,19
17,2
37,33
4,38
43,44
13,47
9,33
25,14
35,15
44,46
43,9
48,16
26,43
26,14
13,24
32,31
0,37
18,49
10,41
19,21
36,25
10,41
35,46
28,15
43,0
25,32
48,27
27,32
26,19
20,2
20,8
32,24
7,13
5,19
42,45
37,40
49,33
2,12
19,14
12,29
0,13
18,30
4,11
47,11
35,40
36,11
5,46
9,0
1,46
42,5
49,11
26,35
25,26
43,26
13,44
44,7
2,47
11,39
44,32
0,1
19,13
4,3
30,34
49,0
21,28
15,42
4,47
36,11
12,0
45,19
13,44
19,23
8,42
10,24
43,35
39,26
20,44
16,18
32,12
28,29
25,28
37,25
22,46
11,3
10,42
12,17
36,6
34,6
4,19
48,6
8,25
35,2
11,42
29,0
39,4
32,25
32,31
23,32
39,34
9,44
38,8
1,0
9,31
3,30
31,4
11,35
17,15
30,9
17,9
37,0
23,46
33,25
10,27
10,43
43,36
1,49
29,46
34,9
11,7
