22,9
9,12
13,10
22,7
2,23
5,22
20,18
3,0
4,9
19,9
0,1
11,0
18,5
11,19
13,21
20,4
0,20
15,22
1,23
23,6
1,8
10,6
1,20
5,20
6,20
6,2
19,6
7,9
14,15
1,22
1,20
17,6
14,13
16,17
12,17
4,16
10,22
20,0
18,14
17,6
19,3
21,10
2,16
9,6
16,8
5,14
8,1
5,10
13,11
22,8
20,11
16,12
2,10
16,6
7,16
17,12
17,20
12,16
0,14
15,7
14,2
18,8
13,23
12,2
1,22
20,19
23,2
18,2
15,17
16,6
21,13
21,10
8,21
19,2
10,1
20,11
6,1
7,8
23,10
21,19
18,6
17,23
20,13
0,9
15,3
9,17
21,16
14,5
16,20
10,21
8,15
20,21
11,22
11,0
11,14
17,1
13,14
16,6
18,3
18,14
10,18
3,8
21,3
22,15
0,3
1,18
6,13
20,21
20,12
3,8
8,23
19,7
9,6
9,1
20,12
14,4
10,11
2,0
14,13
15,21
23,20
0,7
18,21
21,16
20,3
9,2
6,18
4,17
18,21
23,17
16,18
4,17
21,10
0,8
2,15
20,2
10,16
21,5
12,0
9,8
4,3
8,1
21,22
20,0
8,10
7,19
16,4
2,14
20,15
5,13
12,18
10,17
6,0
18,23
23,18
16,8
22,11
17,13
21,16
7,21
4,5
8,19
10,20
7,9
18,5
2,3
5,14
0,15
18,17
15,10
23,2
18,9
19,15
3,20
1,19
13,3
14,13
7,19
3,6
20,3
19,18
14,11
8,5
16,11
6,7
3,1
10,23
22,3
13,8
15,0
13,11
13,3
14,7
12,20
2,9
13,9
11,17
16,11
6,18
10,7
16,12
10,3
21,19
20,4
12,22
22,0
0,12
5,11
1,16
8,1
20,12
21,0
14,11
22,4
13,4
20,8
10,16
6,2
10,8
8,0
18,17
16,9
11,15
22,6
17,14
15,2
18,9
7,10
20,15
0,5
16,21
12,14
6,3
10,12
13,4
1,8
19,6
16,6
5,10
6,8
13,19
18,10
7,15
10,18
20,6
9,0
10,22
9,10
7,2
14,5
12,18
17,2
10,19
0,3
10,12
12,21
17,22
23,1
2,19
22,16
0,2
23,2
21,8
22,4
23,12
18,5
3,5
17,0
16,2
15,7
21,7
21,13
5,20
7,14
13,18
6,3
21,7
14,20
1,7
2,22
22,21
8,11
21,0
4,9
18,9
4,19
8,2
15,20
13,23
20,5
7,4
13,15
17,12
2,6
11,6
1,21
12,14
2,21
20,9
4,19
13,19
11,21
17,8
18,7
10,9
10,17
5,7
12,6
3,16
14,22
17,13
6,4
12,11
9,10
5,10
0,13
13,16
17,16
19,3
21,9
16,2
5,22
3,11
2,23
15,6
3,14
5,6
10,5
22,13
1,11
13,8
20,12
5,12
17,7
20,1
7,22
6,1
1,18
8,18
15,18
22,19
3,21
8,19
12,4
16,21
9,17
12,13
8,19
15,16
22,16
17,18
10,11
23,13
9,1
5,18
22,18
19,21
10,3
14,21
10,19
21,1
10,9
6,11
17,16
22,17
18,6
0,12
18,9
19,14
7,8
16,13
1,13
1,13
22,2
11,18
10,8
13,20
20,6
23,3
5,16
20,4
7,1
11,12
14,4
6,18
2,0
9,13
21,0
8,20
17,15
0,11
23,16
19,12
8,7
19,11
7,15
23,10
3,15
9,14
23,10
7,23
16,7
7,14
8,18
4,6
20,2
14,20
4,22
17,5
23,19
1,19
13,21
14,19
19,1
15,21
22,18
7,20
0,18
11,21
12,10
20,7
11,20
0,8
19,21
3,10
8,23
13,9
20,16
17,14
10,2
15,9
10,22
17,18
18,10
13,5
15,8
1,23
9,8
15,10
23,1
19,0
4,8
21,5
12,11
5,11
20,16
9,6
12,5
3,1
0,23
8,0
13,11
13,12
2,17
9,23
14,11
8,12
11,12
23,9
6,10
1,10
22,4
2,0
15,18
16,15
19,20
8,13
15,8
15,0
2,17
1,12
1,19
13,4
20,2
21,23
15,20
19,10
2,1
2,12
0,11
6,20
2,16
1,12
8,13
1,12
12,20
1,2
23,11
17,7
15,10
19,10
16,7
4,5
13,11
16,20
0,19
20,17
16,22
21,8
15,12
2,5
12,10
13,19
19,6
6,14
9,23
15,6
2,17
7,4
6,16
15,2
15,14
19,2
6,19
10,21
16,1
10,7
18,3
21,17
14,13
22,20
22,19
8,4
7,23
23,4
5,15
13,21
13,16
12,13
17,21
22,16
6,20
16,8
15,10
20,8
10,19
4,13
10,8
2,0
14,13
22,7
0,11
1,6
16,10
7,19
8,3
6,22
6,8
4,15
6,5
14,18
14,11
23,6
11,4
12,11
18,10
3,22
6,5
21,15
21,6
1,10
5,17
5,1
11,6
6,7
7,10
13,12
14,3
1,22
5,19
1,16
14,11
8,20
16,15
22,1
17,23
23,4
19,1
16,15
10,8
5,8
2,7
12,14
17,2
20,8
4,19
11,6
22,14
15,5
9,7
5,21
3,2
9,15
7,4
1,19
17,15
17,20
6,18
2,22
13,18
11,9
16,7
14,0
20,4
14,20
16,11
12,10
0,18
22,17
21,20
8,11
2,1
0,12
12,1
4,17
12,18
4,13
5,23
22,7
3,5
15,4
4,9
19,3
3,1
1,3
19,23
4,3
1,20
12,7
5,4
2,15
15,3
5,19
12,4
15,20
7,18
20,8
22,9
2,18
4,16
12,1
19,0
4,15
18,10
10,22
7,13
15,22
18,2
18,14
18,2
22,19
20,21
2,19
16,8
6,14
6,22
14,8
0,3
6,3
13,17
21,15
13,5
20,7
16,17
1,15
22,16
11,9
3,5
21,9
3,9
10,8
0,8
21,6
8,17
3,20
13,12
3,1
20,5
10,12
0,16
13,21
3,4
6,7
22,13
6,5
12,4
1,14
16,1
12,13
15,0
19,12
9,10
10,20
16,6
0,9
4,14
15,7
20,23
11,1
21,3
15,7
2,15
8,3
21,11
16,7
3,0
8,1
23,5
3,19
19,23
5,1
17,19
8,22
18,9
17,0
8,4
7,5
17,19
4,10
14,3
8,4
13,21
11,16
17,23
15,4
0,3
2,12
10,14
1,19
2,16
16,13
4,14
22,19
3,7
18,4
17,22
6,2
11,7
12,7
12,3
4,9
2,23
7,4
16,10
22,1
11,5
16,13
5,12
18,23
5,1
13,7
17,18
4,10
0,17
13,23
8,15
13,9
8,5
16,15
23,7
3,1
3,6
1,22
7,22
9,12
14,9
8,15
21,17
10,18
15,12
21,12
10,16
10,6
12,22
12,23
19,11
8,15
22,9
5,3
12,10
12,11
13,7
11,10
12,10
15,17
9,17
21,18
18,17
9,22
4,7
4,11
17,6
23,15
22,14
14,23
22,16
2,0
3,13
10,16
21,9
