10,8
5,10
5,9
2,4
7,12
0,10
6,10
1,8
5,4
0,7
4,12
10,1
4,3
9,8
5,3
6,3
2,11
13,10
0,13
6,3
10,0
0,10
2,6
7,13
4,7
6,7
12,9
12,5
10,13
1,6
8,6
11,2
13,11
4,0
10,0
6,8
13,4
10,13
6,1
1,5
4,7
7,3
6,9
7,10
3,5
7,12
8,4
0,7
13,9
5,1
1,10
4,3
12,4
2,5
9,5
10,9
4,12
1,10
7,4
5,8
3,8
7,10
2,4
7,10
4,12
1,10
11,3
6,7
10,12
5,4
4,2
0,12
4,0
2,13
0,9
10,4
8,3
5,11
8,6
9,10
13,10
6,3
6,8
8,3
11,5
11,0
10,7
5,1
12,0
1,11
9,11
13,4
11,0
12,8
12,7
8,13
4,12
13,9
6,1
8,11
1,4
1,4
8,1
6,0
11,9
9,11
1,13
0,6
0,12
6,3
6,13
3,4
0,3
12,6
1,11
11,13
0,6
12,1
5,12
1,10
13,8
12,11
11,8
0,5
11,2
4,7
5,11
13,1
0,10
1,3
4,9
3,8
9,0
5,0
10,0
12,11
7,13
5,4
1,10
5,13
12,7
6,3
2,3
7,1
12,13
3,9
5,7
10,8
9,2
3,12
13,7
2,7
6,9
4,12
13,12
13,1
3,10
6,13
2,4
9,5
5,7
11,6
0,10
10,7
8,5
1,11
5,13
13,4
2,10
10,0
7,3
0,6
1,3
7,3
5,9
11,6
8,4
12,1
1,0
1,8
13,8
3,11
4,8
6,7
1,13
4,8
0,6
10,8
4,9
11,2
0,6
6,0
9,8
4,3
4,1
12,0
0,10
6,11
7,12
4,8
3,6
1,6
6,0
1,7
10,9
10,6
4,9
3,8
1,7
10,4
12,1
3,9
11,1
1,6
4,7
11,4
0,9
7,11
11,2
11,7
12,7
12,11
4,9
7,1
0,4
6,7
7,2
11,10
12,10
9,6
8,3
12,8
8,9
9,0
5,13
10,2
5,6
13,1
3,1
2,6
8,11
1,3
8,6
4,2
9,3
9,12
3,10
11,8
4,3
11,4
11,12
11,12
13,6
4,2
5,3
11,5
11,8
8,11
11,7
4,5
9,12
10,11
4,6
10,12
7,0
12,1
7,6
13,1
9,4
6,5
